date,Year,Month,Day,Site,km,Vol,m3km,ws,wd,SeaTemp
25/06/2018,2018,6,25,B,1,69,69,5.53,123.08,29.89
26/06/2018,2018,6,26,B,1,149,149,5.79,110.01,29.59
27/06/2018,2018,6,27,B,1,103,103,5.82,93.6,29.32
28/06/2018,2018,6,28,B,1,96,96,4.33,82.51,29.97
29/06/2018,2018,6,29,B,1,81,80.5,3.82,91.74,30.92
30/06/2018,2018,6,30,B,1,69,69,4.18,112.13,30.63
1/7/2018,2018,7,1,B,1,47,46.5,4.17,121.54,30.22
2/7/2018,2018,7,2,B,1,56,56,4,92.26,30.67
3/7/2018,2018,7,3,B,1,56,56,3.94,94.25,31.16
4/7/2018,2018,7,4,B,1,96,96,4.82,105.34,30.96
5/7/2018,2018,7,5,B,1,103,103,5.4,68.62,30.09
6/7/2018,2018,7,6,B,1,56,56,4.75,134.52,29.3
7/7/2018,2018,7,7,B,1,46,45.5,4.63,71.97,29.5
8/7/2018,2018,7,8,B,1,56,56,5.52,87.24,29.94
9/7/2018,2018,7,9,B,1,81,80.5,5.46,60.44,29.46
10/7/2018,2018,7,10,B,1,57,56.5,5.3,92.9,29.92
11/7/2018,2018,7,11,B,1,46,46,5.23,83.14,30.26
12/7/2018,2018,7,12,B,1,47,46.5,4.75,88.25,29.88
13/07/2018,2018,7,13,B,1,141,140.5,4.87,88.98,30.13
14/07/2018,2018,7,14,B,1,128,128,6.12,54.98,30.5
15/07/2018,2018,7,15,B,1,140,140,4.55,79.19,30.9
16/07/2018,2018,7,16,B,1,128,128,3.69,109.36,31.24
17/07/2018,2018,7,17,B,1,103,103,4.06,94.27,31.35
18/07/2018,2018,7,18,B,1,69,69,4.43,87.22,31.49
19/07/2018,2018,7,19,B,1,81,80.5,3.77,112.19,31.65
20/07/2018,2018,7,20,B,1,103,103,3.57,107.69,31.55
21/07/2018,2018,7,21,B,1,96,96,5.11,73.12,31.87
22/07/2018,2018,7,22,B,1,103,103,3.78,84.88,32.03
23/07/2018,2018,7,23,B,1,103,103,2.59,181.21,31.41
24/07/2018,2018,7,24,B,1,81,80.5,3.91,201.15,31.19
25/07/2018,2018,7,25,B,1,47,46.5,4.85,169.27,31.19
26/07/2018,2018,7,26,B,1,103,103,4.7,148.42,30.93
27/07/2018,2018,7,27,B,1,120,120,4.73,94.65,31.57
28/07/2018,2018,7,28,B,1,103,103,3.4,138.89,31.72
29/07/2018,2018,7,29,B,1,66,66,3.01,185.08,31.16
30/07/2018,2018,7,30,B,1,96,96,4.11,142.66,29.86
31/07/2018,2018,7,31,B,1,103,103,6.23,125.11,29.34
1/8/2018,2018,8,1,B,1,81,80.5,5.82,139.37,28.95
2/8/2018,2018,8,2,B,1,69,69,4.21,114.98,29.47
3/8/2018,2018,8,3,B,1,81,80.5,5.32,96,30.21
4/8/2018,2018,8,4,B,1,69,69,4.53,118.38,30.37
5/8/2018,2018,8,5,B,1,56,56,5.56,85.21,30.38
6/8/2018,2018,8,6,B,1,81,80.5,5.15,87.84,30
7/8/2018,2018,8,7,B,1,69,69,4.92,87.85,30.37
8/8/2018,2018,8,8,B,1,81,80.5,5.01,108.9,30.34
9/8/2018,2018,8,9,B,1,69,69,5.68,96.3,29.77
10/8/2018,2018,8,10,B,1,81,80.5,4.97,100.07,30.11
11/8/2018,2018,8,11,B,1,98,98,4.91,84,30.62
12/8/2018,2018,8,12,B,1,95,95,5.27,94.98,30.62
13/08/2018,2018,8,13,B,1,96,96,4.64,105.58,30.35
14/08/2018,2018,8,14,B,1,92,92,4.83,76.48,30.32
15/08/2018,2018,8,15,B,1,80,80,5,65.3,30.59
16/08/2018,2018,8,16,B,1,96,96,4.5,106.5,30.82
17/08/2018,2018,8,17,B,1,98,98,5.49,106.95,30.1
18/08/2018,2018,8,18,B,1,80,80,5.25,73.91,30.3
19/08/2018,2018,8,19,B,1,90,90,4.53,94.59,30.99
20/08/2018,2018,8,20,B,1,80,80,5.11,97.72,30.72
21/08/2018,2018,8,21,B,1,70,70,5.06,81.83,30.72
22/08/2018,2018,8,22,B,1,70,70,4.84,65.15,30.78
23/08/2018,2018,8,23,B,1,96,96,3.74,126.33,30.91
24/08/2018,2018,8,24,B,1,80,80,3.12,100.83,31.15
25/08/2018,2018,8,25,B,1,60,60,3.5,143.88,30.93
26/08/2018,2018,8,26,B,1,96,96,4.31,97.03,30.94
27/08/2018,2018,8,27,B,1,80,80,5,95.85,30.94
28/08/2018,2018,8,28,B,1,96,96,5.48,98.46,30.36
29/08/2018,2018,8,29,B,1,70,70,4.26,112.7,30.62
30/08/2018,2018,8,30,B,1,80,80,3.66,104.35,30.62
31/08/2018,2018,8,31,B,1,60,60,3.09,142.78,30.4
1/9/2018,2018,9,1,B,1,100,100,4.6,113.76,30.4
2/9/2018,2018,9,2,B,1,60,60,4.56,105.91,30.47
3/9/2018,2018,9,3,B,1,70,70,4.89,141.31,30.5
4/9/2018,2018,9,4,B,1,50,50,5.6,114.35,30.14
5/9/2018,2018,9,5,B,1,60,60,5.52,76.4,30.51
6/9/2018,2018,9,6,B,1,50,50,4.85,80.37,30.98
7/9/2018,2018,9,7,B,1,60,60,2.01,222.72,31.11
8/9/2018,2018,9,8,B,1,30,30,3.44,199.45,30.34
9/9/2018,2018,9,9,B,1,35,35,5.24,136.14,29.71
10/9/2018,2018,9,10,B,1,40,40,8.74,114.14,28.89
11/9/2018,2018,9,11,B,1,38,38,8.21,133.97,28.34
12/9/2018,2018,9,12,B,1,43,43,5.4,124.04,27.75
13/09/2018,2018,9,13,B,1,40,40,4.9,116.03,28.76
14/09/2018,2018,9,14,B,1,38,37.5,3.59,106.36,29.71
15/09/2018,2018,9,15,B,1,45,45,2.6,114.55,30.74
16/09/2018,2018,9,16,B,1,40,40,4.23,146.08,30.72
17/09/2018,2018,9,17,B,1,33,32.5,4.48,114.98,30.8
18/09/2018,2018,9,18,B,1,40,40,5.33,102.41,30.96
19/09/2018,2018,9,19,B,1,43,42.5,5.3,139.85,30.71
20/09/2018,2018,9,20,B,1,38,37.5,6.14,120.19,30.12
21/09/2018,2018,9,21,B,1,42,41.5,5.38,93.57,30.65
22/09/2018,2018,9,22,B,1,42,42,3.85,125.42,30.54
23/09/2018,2018,9,23,B,1,30,30,3.8,125.25,30.36
24/09/2018,2018,9,24,B,1,40,40,4.56,92.15,30.32
25/09/2018,2018,9,25,B,1,45,45,5.38,97.62,29.81
26/09/2018,2018,9,26,B,1,40,40,5.44,81.67,29.55
27/09/2018,2018,9,27,B,1,42,42,4.46,107.07,29.81
28/09/2018,2018,9,28,B,1,40,40,5.13,91.21,30.17
29/09/2018,2018,9,29,B,1,37,37,5.44,98.73,30.27
30/09/2018,2018,9,30,B,1,25,25,5.68,76.48,30.16
1/10/2018,2018,10,1,B,1,20,20,6.17,86.84,29.5
2/10/2018,2018,10,2,B,1,33,33,5.38,147.7,29.44
3/10/2018,2018,10,3,B,1,0,0,7.27,63,29.36
4/10/2018,2018,10,4,B,1,35,35,7.37,60.65,29.41
5/10/2018,2018,10,5,B,1,20,20,6.89,76.67,29.32
6/10/2018,2018,10,6,B,1,70,70,9.63,76.1,29.02
7/10/2018,2018,10,7,B,1,60,60,11.08,88.58,28.42
8/10/2018,2018,10,8,B,1,80,80,3.51,284.28,28.61
9/10/2018,2018,10,9,B,1,70,70,5.36,218.12,29
10/10/2018,2018,10,10,B,1,60,60,4.64,167.56,29.38
11/10/2018,2018,10,11,B,1,70,70,3.01,194.12,29.69
12/10/2018,2018,10,12,B,1,20,20,2.41,167,29.82
13/10/2018,2018,10,13,B,1,8,8,2.72,173.77,30.42
14/10/2018,2018,10,14,B,1,15,15,4.95,111.92,30.4
15/10/2018,2018,10,15,B,1,20,20,7.67,91.11,29.96
16/10/2018,2018,10,16,B,1,23,23,7.49,108.7,29.7
17/10/2018,2018,10,17,B,1,25,25,6.87,102.38,29.46
18/10/2018,2018,10,18,B,1,28,28,7.52,91.97,28.98
19/10/2018,2018,10,19,B,1,25,25,8.53,93.79,28.92
20/10/2018,2018,10,20,B,1,28,28,6.06,98.62,29.17
21/10/2018,2018,10,21,B,1,20,20,6.15,86,29.13
22/10/2018,2018,10,22,B,1,25,25,5.47,93.49,28.89
23/10/2018,2018,10,23,B,1,18,18,3.9,87.56,29.16
24/10/2018,2018,10,24,B,1,19,19,3.55,146.71,29.55
25/10/2018,2018,10,25,B,1,20,20,2.4,206.58,29.73
26/10/2018,2018,10,26,B,1,34,34,2.4,183.97,30
27/10/2018,2018,10,27,B,1,40,40,3.55,196.26,29.81
28/10/2018,2018,10,28,B,1,34,34,7.91,80.66,29.4
29/10/2018,2018,10,29,B,1,46,45.5,7.67,91.77,27.88
30/10/2018,2018,10,30,B,1,34,34,6.63,72.79,26.92
31/10/2018,2018,10,31,B,1,20,20,6.71,96.61,27.29
1/11/2018,2018,11,1,B,1,28,28,5.88,142.57,28.26
2/11/2018,2018,11,2,B,1,21,21,3.89,223.55,28.59
3/11/2018,2018,11,3,B,1,22,22,3.55,133.08,28.11
4/11/2018,2018,11,4,B,1,21,21,6.04,129.54,28.08
5/11/2018,2018,11,5,B,1,22,22,5.34,110.54,28.53
6/11/2018,2018,11,6,B,1,25,25,5.43,105.29,28.59
7/11/2018,2018,11,7,B,1,27,27,4.76,99.16,28.51
8/11/2018,2018,11,8,B,1,22,22,3.9,121.71,28.85
9/11/2018,2018,11,9,B,1,25,25,3.32,106.84,28.93
10/11/2018,2018,11,10,B,1,20,20,4.04,149.27,29.21
11/11/2018,2018,11,11,B,1,20,20,4.68,118.9,29.3
12/11/2018,2018,11,12,B,1,24,24,5.28,119.49,28.91
13/11/2018,2018,11,13,B,1,23,22.5,4.12,130.13,28.96
14/11/2018,2018,11,14,B,1,20,20,2.25,236.87,29.26
15/11/2018,2018,11,15,B,1,17,17,2.72,285.62,27.71
16/11/2018,2018,11,16,B,1,10,10,2.37,234.52,26.39
17/11/2018,2018,11,17,B,1,13,12.5,2.7,208.26,25.66
18/11/2018,2018,11,18,B,1,10,10,2.69,176.45,25.61
19/11/2018,2018,11,19,B,1,10,10,2.8,151.93,26.42
20/11/2018,2018,11,20,B,1,13,12.5,2.76,104.17,27.58
21/11/2018,2018,11,21,B,1,15,15,2.85,156.13,27.96
22/11/2018,2018,11,22,B,1,23,22.5,3.73,54.2,27.85
23/11/2018,2018,11,23,B,1,20,20,2.23,93.43,27.55
24/11/2018,2018,11,24,B,1,13,12.5,1.9,155.5,28.14
25/11/2018,2018,11,25,B,1,13,12.5,3.16,145.78,28.22
26/11/2018,2018,11,26,B,1,15,15,2.8,156.87,28.08
27/11/2018,2018,11,27,B,1,13,12.5,2.02,194.19,27.84
28/11/2018,2018,11,28,B,1,10,10,4.28,136.92,26.54
29/11/2018,2018,11,29,B,1,15,15,4.65,76.88,26.36
30/11/2018,2018,11,30,B,1,20,20,4.54,139.03,27.32
1/12/2018,2018,12,1,B,1,15,15,5.76,159.15,27.61
2/12/2018,2018,12,2,B,1,14,14,5.85,160.35,27.58
3/12/2018,2018,12,3,B,1,22,22,4.5,156.48,27.85
4/12/2018,2018,12,4,B,1,20,20,2.11,143.68,27.87
5/12/2018,2018,12,5,B,1,22,22,3.29,144.56,27.96
6/12/2018,2018,12,6,B,1,21,20.5,5.51,60.9,26.92
7/12/2018,2018,12,7,B,1,23,23,4.57,76.36,26.92
8/12/2018,2018,12,8,B,1,13,13,4.16,118.08,27.64
9/12/2018,2018,12,9,B,1,15,15,2.15,209.29,27.94
10/12/2018,2018,12,10,B,1,21,21,1.67,282.54,27.41
11/12/2018,2018,12,11,B,1,18,17.5,2.09,238.7,25.56
12/12/2018,2018,12,12,B,1,15,15,2.6,182.69,24.72
13/12/2018,2018,12,13,B,1,12,12,4.99,142.3,26.46
14/12/2018,2018,12,14,B,1,15,15,4.03,203.29,27.23
15/12/2018,2018,12,15,B,1,14,14,1.62,311.7,26.52
16/12/2018,2018,12,16,B,1,12,12,1.55,268.08,25.61
17/12/2018,2018,12,17,B,1,10,10,1.67,213.59,25.1
18/12/2018,2018,12,18,B,1,8,7.5,2,215.19,25.39
19/12/2018,2018,12,19,B,1,13,12.5,4.62,167.06,26.24
20/12/2018,2018,12,20,B,1,15,15,3.5,240.33,26.55
21/12/2018,2018,12,21,B,1,8,7.5,1.59,299.83,25.61
22/12/2018,2018,12,22,B,1,10,10,1.01,249.85,24.94
23/12/2018,2018,12,23,B,1,12,12,3.41,138.67,24.44
24/12/2018,2018,12,24,B,1,1,1,4.59,67.2,24.72
25/12/2018,2018,12,25,B,1,1,1,4.32,80.94,26.16
26/12/2018,2018,12,26,B,1,1,1,4.56,96.62,26.28
27/12/2018,2018,12,27,B,1,70,70,4.75,136.83,26.66
28/12/2018,2018,12,28,B,1,55,55,4.97,144.03,26.9
29/12/2018,2018,12,29,B,1,70,70,4.27,129.89,26.91
30/12/2018,2018,12,30,B,1,60,60,4.59,114.18,26.76
31/12/2018,2018,12,31,B,1,70,70,4.64,127.89,26.96
1/1/2019,2019,1,1,B,1,70,70,4.7,103.71,27.1
2/1/2019,2019,1,2,B,1,110,110,4.4,107.83,26.92
3/1/2019,2019,1,3,B,1,120,120,4.71,130.78,27.02
4/1/2019,2019,1,4,B,1,120,120,2.43,170.66,27.26
5/1/2019,2019,1,5,B,1,100,100,1.59,207.34,27.31
6/1/2019,2019,1,6,B,1,20,20,2.83,143.74,26.82
7/1/2019,2019,1,7,B,1,18,17.5,2.8,113.46,25.97
8/1/2019,2019,1,8,B,1,20,20,1.91,173.16,26.29
9/1/2019,2019,1,9,B,1,18,17.5,1.99,253.11,26.08
10/1/2019,2019,1,10,B,1,19,18.5,2.22,219.97,25.33
11/1/2019,2019,1,11,B,1,10,10,2.37,172.46,24.86
12/1/2019,2019,1,12,B,1,13,12.5,2.32,116.38,24.64
13/01/2019,2019,1,13,B,1,20,20,2.65,150.81,25.1
14/01/2019,2019,1,14,B,1,15,15,2.4,170.98,25.45
15/01/2019,2019,1,15,B,1,25,25,3.26,128.73,25.41
16/01/2019,2019,1,16,B,1,15,15,3.94,63.77,24.76
17/01/2019,2019,1,17,B,1,20,20,2.79,126.89,24.32
18/01/2019,2019,1,18,B,1,18,17.5,1.73,230.26,24.12
19/01/2019,2019,1,19,B,1,20,20,3.43,139.53,24.84
20/01/2019,2019,1,20,B,1,10,10,2.46,282.64,25.98
21/01/2019,2019,1,21,B,1,13,12.5,2.27,180.36,24.75
22/01/2019,2019,1,22,B,1,23,22.5,5.29,107.07,23.98
23/01/2019,2019,1,23,B,1,28,27.5,5.64,147.66,26.18
24/01/2019,2019,1,24,B,1,30,30,1.94,225.68,26.71
25/01/2019,2019,1,25,B,1,20,20,3.09,185.19,26.48
26/01/2019,2019,1,26,B,1,15,15,2.29,171.5,26.16
27/01/2019,2019,1,27,B,1,12,12,2.34,240.72,26.34
28/01/2019,2019,1,28,B,1,15,15,2.21,219.6,25.16
29/01/2019,2019,1,29,B,1,14,14,1.88,180.21,25.35
30/01/2019,2019,1,30,B,1,13,12.5,2.25,194.8,25.42
31/01/2019,2019,1,31,B,1,15,15,3.54,117.51,25.28
1/2/2019,2019,2,1,B,1,30,30,3.86,119.35,25.75
2/2/2019,2019,2,2,B,1,15,15,2.63,126.04,26.92
3/2/2019,2019,2,3,B,1,20,20,2.89,127.27,27.18
4/2/2019,2019,2,4,B,1,25,25,3.11,124.13,26.99
5/2/2019,2019,2,5,B,1,30,30,3.78,111.34,26.91
6/2/2019,2019,2,6,B,1,28,27.5,3.9,103.99,26.63
7/2/2019,2019,2,7,B,1,30,30,4.5,110.63,26.51
8/2/2019,2019,2,8,B,1,30,30,4.23,77.34,26.3
9/2/2019,2019,2,9,B,1,18,17.5,4.49,69.77,26.25
10/2/2019,2019,2,10,B,1,15,15,4.72,91.09,26.45
11/2/2019,2019,2,11,B,1,30,30,3.82,122.8,26.66
12/2/2019,2019,2,12,B,1,18,17.5,3.19,128.63,26.09
13/02/2019,2019,2,13,B,1,20,20,2.52,185.52,26.13
14/02/2019,2019,2,14,B,1,40,40,2.2,176.58,26.35
15/02/2019,2019,2,15,B,1,20,20,1.86,169.09,26.38
16/02/2019,2019,2,16,B,1,10,10,4.17,162.23,26.19
17/02/2019,2019,2,17,B,1,15,15,5.82,154.86,26.43
18/02/2019,2019,2,18,B,1,20,20,5.29,150.28,27.04
19/02/2019,2019,2,19,B,1,22,22,4.72,139.88,27.19
20/02/2019,2019,2,20,B,1,15,15,5.15,140.59,27.16
21/02/2019,2019,2,21,B,1,20,20,5.26,135.26,26.99
22/02/2019,2019,2,22,B,1,22,22,5.27,137,27.06
23/02/2019,2019,2,23,B,1,20,20,4.54,137.21,26.98
24/02/2019,2019,2,24,B,1,15,15,3.7,142.13,27.14
25/02/2019,2019,2,25,B,1,22,22,3.19,107.79,27.33
26/02/2019,2019,2,26,B,1,21,21,3.34,112.85,27.29
27/02/2019,2019,2,27,B,1,24,24,3.29,109.96,27.42
28/02/2019,2019,2,28,B,1,25,25,3.64,125.74,27.49
1/3/2019,2019,3,1,B,1,30,30,3.99,122.85,27.38
2/3/2019,2019,3,2,B,1,18,17.5,3.24,123.1,27.63
3/3/2019,2019,3,3,B,1,15,15,3.41,144.96,27.6
4/3/2019,2019,3,4,B,1,25,25,3.44,152.68,27.62
5/3/2019,2019,3,5,B,1,12,12,2.5,130.68,27.8
6/3/2019,2019,3,6,B,1,30,30,6,47.98,27.19
7/3/2019,2019,3,7,B,1,28,28,3.9,76.38,25.72
8/3/2019,2019,3,8,B,1,30,30,3.19,93.81,26.26
9/3/2019,2019,3,9,B,1,22,22,4.27,130.84,26.79
10/3/2019,2019,3,10,B,1,25,25,4.42,118.21,27.01
11/3/2019,2019,3,11,B,1,32,32,3.84,101.14,27.19
12/3/2019,2019,3,12,B,1,35,35,3.74,88.54,27.37
13/03/2019,2019,3,13,B,1,36,36,4.82,126.01,27.44
14/03/2019,2019,3,14,B,1,35,35,4.9,138.78,27.15
15/03/2019,2019,3,15,B,1,28,28,3.84,130.6,27.35
16/03/2019,2019,3,16,B,1,15,15,2.58,110.25,27.91
17/03/2019,2019,3,17,B,1,14,13.5,2.01,136.26,28.39
18/03/2019,2019,3,18,B,1,14,14,2.19,166.55,28.57
19/03/2019,2019,3,19,B,1,17,17,1.63,255.41,27.7
20/03/2019,2019,3,20,B,1,18,18,3.02,156.36,27.54
21/03/2019,2019,3,21,B,1,20,20,2.66,203.41,27.02
22/03/2019,2019,3,22,B,1,18,18,3.15,151.92,26.66
23/03/2019,2019,3,23,B,1,15,15,3.13,77.36,26.45
24/03/2019,2019,3,24,B,1,14,14,2.59,102.88,26.28
25/03/2019,2019,3,25,B,1,30,30,2.54,115.07,27.25
26/03/2019,2019,3,26,B,1,32,32,3.14,123.78,27.87
27/03/2019,2019,3,27,B,1,35,35,3.28,196.3,27.14
28/03/2019,2019,3,28,B,1,34,34,3.4,142.62,26.26
29/03/2019,2019,3,29,B,1,40,40,2.96,165.87,25.73
30/03/2019,2019,3,30,B,1,25,25,3.4,119.69,26.27
31/03/2019,2019,3,31,B,1,20,20,3.77,105.62,26.98
1/4/2019,2019,4,1,B,1,20,20,3.48,139.34,27.81
2/4/2019,2019,4,2,B,1,25,25,2.47,151.13,28.3
3/4/2019,2019,4,3,B,1,35,35,3.38,109.47,28.66
4/4/2019,2019,4,4,B,1,35,35,3.87,120.68,28.55
5/4/2019,2019,4,5,B,1,35,35,3.83,125.81,28.28
6/4/2019,2019,4,6,B,1,25,25,4.24,127.25,28.2
7/4/2019,2019,4,7,B,1,28,28,4.98,134.26,28.06
8/4/2019,2019,4,8,B,1,45,45,4.46,138.79,28.06
9/4/2019,2019,4,9,B,1,40,40,3.04,180.81,27.17
10/4/2019,2019,4,10,B,1,20,20,2.27,173.55,26.85
11/4/2019,2019,4,11,B,1,25,25,3.38,132.33,27.16
12/4/2019,2019,4,12,B,1,30,30,4.99,140.98,27.56
13/04/2019,2019,4,13,B,1,30,30,6.07,144.82,27.6
14/04/2019,2019,4,14,B,1,72,72,4.58,151.77,27.71
15/04/2019,2019,4,15,B,1,0,0,2.5,129.13,27.93
16/04/2019,2019,4,16,B,1,64,64,3.49,94.51,28.34
17/04/2019,2019,4,17,B,1,28,28,3.66,104.45,28.8
18/04/2019,2019,4,18,B,1,35,35,4.93,150.39,28.48
19/04/2019,2019,4,19,B,1,48,48,3.54,212.77,28.14
20/04/2019,2019,4,20,B,1,32,32,2.21,221.66,27.6
21/04/2019,2019,4,21,B,1,24,24,2.72,172.6,26.87
22/04/2019,2019,4,22,B,1,30,30,3.24,98.75,26.88
23/04/2019,2019,4,23,B,1,35,35,4,103.49,27.41
24/04/2019,2019,4,24,B,1,70,70,4.06,124.16,27.95
25/04/2019,2019,4,25,B,1,80,80,4.65,144.29,27.96
26/04/2019,2019,4,26,B,1,75,75,4.07,164.16,28.25
27/04/2019,2019,4,27,B,1,131,131,2.61,150.35,28.67
28/04/2019,2019,4,28,B,1,110,110,3.43,128.12,28.84
29/04/2019,2019,4,29,B,1,40,40,4.04,106.31,28.99
30/04/2019,2019,4,30,B,1,125,125,3.99,103.52,28.76
1/5/2019,2019,5,1,B,1,156,156,3.59,114.18,28.58
2/5/2019,2019,5,2,B,1,143,143,3.52,122.27,28.07
3/5/2019,2019,5,3,B,1,185,185,4.17,140.34,29.17
4/5/2019,2019,5,4,B,1,115,115,5,150.79,28.56
5/5/2019,2019,5,5,B,1,125,125,4.61,148.99,28.37
6/5/2019,2019,5,6,B,1,45,45,3.97,144.74,28.57
7/5/2019,2019,5,7,B,1,114,114,3.33,134,28.87
8/5/2019,2019,5,8,B,1,74,74,3.81,127.85,29.28
9/5/2019,2019,5,9,B,1,123,123,4.94,143.51,29.06
10/5/2019,2019,5,10,B,1,113,113,4.65,134.38,29.05
11/5/2019,2019,5,11,B,1,130,130,4.14,140.67,29.3
12/5/2019,2019,5,12,B,1,148,148,4.4,152.79,29.47
13/05/2019,2019,5,13,B,1,20,20,4.3,154.08,29.46
14/05/2019,2019,5,14,B,1,18,18,4.06,147.05,29.45
15/05/2019,2019,5,15,B,1,90,90,3.28,136.99,29.46
16/05/2019,2019,5,16,B,1,103,103,2.62,122.11,29.84
17/05/2019,2019,5,17,B,1,105,105,2.89,118.75,29.92
18/05/2019,2019,5,18,B,1,105,105,3.95,137.97,30.14
19/05/2019,2019,5,19,B,1,112,112,4.41,142.48,29.57
20/05/2019,2019,5,20,B,1,15,15,3.72,116.27,29.51
21/05/2019,2019,5,21,B,1,80,80,3.9,126.31,29.8
22/05/2019,2019,5,22,B,1,99,99,4.36,122.33,29.75
23/05/2019,2019,5,23,B,1,91,91,4.08,95.87,29.68
24/05/2019,2019,5,24,B,1,94,94,4.15,83.43,29.47
25/05/2019,2019,5,25,B,1,123,123,4.21,73.39,29.29
26/05/2019,2019,5,26,B,1,121,121,3.46,78.11,29.51
27/05/2019,2019,5,27,B,1,26,26,4.93,96.13,29.9
28/05/2019,2019,5,28,B,1,95,95,6.69,93.92,29.8
29/05/2019,2019,5,29,B,1,26,26,5.64,120.55,30.06
30/05/2019,2019,5,30,B,1,113,112.8,5.71,125.65,30.38
31/05/2019,2019,5,31,B,1,86,86,6.43,122.14,30.38
1/6/2019,2019,6,1,B,1,125,124.7,6.15,121.09,30.1
2/6/2019,2019,6,2,B,1,111,111.3,5.95,136.14,30.34
3/6/2019,2019,6,3,B,1,38,37.8,6.58,138.82,30.39
4/6/2019,2019,6,4,B,1,99,99,6.09,134.17,30.3
5/6/2019,2019,6,5,B,1,125,124.7,6.03,137.5,30.25
6/6/2019,2019,6,6,B,1,132,132,6.34,151.66,30.35
7/6/2019,2019,6,7,B,1,38,37.8,6.89,159.64,30.1
8/6/2019,2019,6,8,B,1,104,103.7,7.69,157.85,30.02
9/6/2019,2019,6,9,B,1,29,28.7,7.71,154.97,29.91
10/6/2019,2019,6,10,B,1,131,131.3,6.5,148.39,29.86
11/6/2019,2019,6,11,B,1,81,80.5,5.5,145.45,30.2
12/6/2019,2019,6,12,B,1,107,106.8,5.11,139.3,30.54
13/06/2019,2019,6,13,B,1,93,93,5.49,146.66,30.31
14/06/2019,2019,6,14,B,1,90,90,5.92,93.63,29.52
15/06/2019,2019,6,15,B,1,84,84,4.75,106.07,30.19
16/06/2019,2019,6,16,B,1,78,78,4.62,131.35,30.47
17/06/2019,2019,6,17,B,1,0,0,6.01,141.33,30.39
18/06/2019,2019,6,18,B,1,69,69,6.45,145.29,30.4
19/06/2019,2019,6,19,B,1,75,75,6.4,143.14,30.19
20/06/2019,2019,6,20,B,1,91,91,6.68,137.23,30.01
21/06/2019,2019,6,21,B,1,98,98,6.22,117.87,30.12
22/06/2019,2019,6,22,B,1,0,0,6.62,122,30.17
23/06/2019,2019,6,23,B,1,91,91,5.77,134.57,30.05
24/06/2019,2019,6,24,B,1,63,63,4.39,135.45,30.4
25/06/2019,2019,6,25,B,1,42,42,5.74,104.63,30.73
26/06/2019,2019,6,26,B,1,42,42,5.94,85.13,31.13
27/06/2019,2019,6,27,B,1,63,63,5.9,67.96,31.43
28/06/2019,2019,6,28,B,1,63,63,5.1,70.08,31.21
29/06/2019,2019,6,29,B,1,0,0,3.99,161.28,31.08
30/06/2019,2019,6,30,B,1,45,45,5.38,133.26,29.55
1/7/2019,2019,7,1,B,1,42,42,5.58,91.91,29.6
2/7/2019,2019,7,2,B,1,42,42,4.71,88.86,30.43
3/7/2019,2019,7,3,B,1,48,48,4.22,90.11,30.89
4/7/2019,2019,7,4,B,1,52,52,4.75,81.62,31.51
5/7/2019,2019,7,5,B,1,56,56,2.74,175.61,32.12
6/7/2019,2019,7,6,B,1,57,57,3.67,115.8,32.08
7/7/2019,2019,7,7,B,1,30,30,4.37,90.39,31.94
8/7/2019,2019,7,8,B,1,0,0,2.96,146.31,31.22
9/7/2019,2019,7,9,B,1,72,72,3.95,178.86,30.8
10/7/2019,2019,7,10,B,1,75,75,5.65,156.28,30.73
11/7/2019,2019,7,11,B,1,84,84,6.22,166.06,30.76
12/7/2019,2019,7,12,B,1,84,84,7.36,160.58,30.17
13/07/2019,2019,7,13,B,1,56,56,5.38,136.52,30.1
14/07/2019,2019,7,14,B,1,0,0,5.66,110.59,30.36
15/07/2019,2019,7,15,B,1,60,60,4.77,115.21,30.78
16/07/2019,2019,7,16,B,1,75,75,4.83,117.08,30.72
17/07/2019,2019,7,17,B,1,69,69,4.09,93.66,31.24
18/07/2019,2019,7,18,B,1,56,56,4.08,115.26,31.57
19/07/2019,2019,7,19,B,1,84,84,5.28,95.72,31.15
20/07/2019,2019,7,20,B,1,69,69,4.74,108.05,31.13
21/07/2019,2019,7,21,B,1,86,86,5.02,110.95,30.99
22/07/2019,2019,7,22,B,1,0,0,3.75,128.89,30.77
23/07/2019,2019,7,23,B,1,60,60,2.34,205.55,30.84
24/07/2019,2019,7,24,B,1,72,72,3.75,152.06,30.56
25/07/2019,2019,7,25,B,1,60,60,5,135.78,30.41
26/07/2019,2019,7,26,B,1,54,54,5.26,108.27,30.8
27/07/2019,2019,7,27,B,1,75,75,6.29,69.86,30.77
28/07/2019,2019,7,28,B,1,69,69,5.08,76.62,31.09
29/07/2019,2019,7,29,B,1,0,0,5.28,57.03,31.32
30/07/2019,2019,7,30,B,1,56,56,5.06,89.07,31.39
31/07/2019,2019,7,31,B,1,53,53,4.69,87.05,31.86
1/8/2019,2019,8,1,B,1,45,45,3.45,126.94,31.7
2/8/2019,2019,8,2,B,1,27,27,2.86,177.96,31.57
3/8/2019,2019,8,3,B,1,44,44,3.42,169.81,31.01
4/8/2019,2019,8,4,B,1,36,36,5.09,143.59,30.91
5/8/2019,2019,8,5,B,1,37,37,5.5,123.67,31.01
6/8/2019,2019,8,6,B,1,74,73.6,4.56,103.71,31.25
